= = = = = = = = = = = = = = = = = = = = = = = = = = = =
= = = = = Regression Benchmarks for Datasets = = = = =
= = = = = = = = = = = = = = = = = = = = = = = = = = = =



= = = = = Group 1 High Row-to-Size Cohort = = = = =
= = = = =  (Computational Efficiency) = = = = =


= = = = = Concrete Compressive Strength = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"llar","Lasso Least Angle Regression","0.8136","1.83","1.298","0.822","0.2544","0.0612","0.042"
"ridge","Ridge Regression","0.8568","1.855","1.316","0.8153","0.2446","0.0665","0.041"
"lr","Linear Regression","0.8593","1.861","1.318","0.8146","0.2447","0.0668","0.041"
"et","Extra Trees Regressor","0.8574","1.917","1.327","0.8091","0.2424","0.0688","0.098"
"xgboost","Extreme Gradient Boosting","0.8443","1.974","1.347","0.8039","0.2602","0.0682","0.057"
"gbr","Gradient Boosting Regressor","0.8653","2.009","1.359","0.8027","0.2568","0.0686","0.063"
"lightgbm","Light Gradient Boosting Machine","0.9121","1.948","1.355","0.7995","0.2487","0.0748","0.148"
"ada","AdaBoost Regressor","0.9151","2.021","1.379","0.7951","0.247","0.0746","0.061"
"knn","K Neighbors Regressor","0.9449","2.121","1.417","0.7865","0.2516","0.075","0.044"
"par","Passive Aggressive Regressor","1.214","2.945","1.624","0.6823","0.2647","0.0971","0.043"
"dt","Decision Tree Regressor","1.064","3.448","1.803","0.6274","0.3461","0.0911","0.043"
"dummy","Dummy Regressor","2.406","10.58","3.207","-0.1033","0.4135","0.1858","0.045"
"lar","Least Angle Regression","3390","1.51e+08","3907","-2.583e+07","1.248","276","0.045"



= = = = = Weather Dataset (Humidity) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","6.553","80.56","8.972","0.7837","0.1539","0.1147","0.047"
"omp","Orthogonal Matching Pursuit","9.728","154.7","12.44","0.5847","0.2123","0.1718","0.033"
"huber","Huber Regressor","10.28","167.9","12.96","0.5488","0.224","0.186","0.203"
"par","Passive Aggressive Regressor","10.73","182.9","13.51","0.5089","0.2335","0.1991","0.042"
"en","Elastic Net","14.54","297","17.23","0.2025","0.3001","0.2731","0.04"
"lasso","Lasso Regression","15.93","355.6","18.86","0.0452","0.3245","0.3","0.054"
"llar","Lasso Least Angle Regression","15.93","355.6","18.86","0.0452","0.3245","0.3","0.037"
"et","Extra Trees Regressor","16.3","372.1","19.29","0.0008","0.3308","0.3069","0.389"
"rf","Random Forest Regressor","16.3","372.6","19.3","-0.0004","0.331","0.307","1.058"
"lightgbm","Light Gradient Boosting Machine","16.3","372.6","19.3","-0.0004","0.331","0.307","0.233"
"dt","Decision Tree Regressor","16.3","372.6","19.3","-0.0004","0.331","0.307","0.058"
"gbr","Gradient Boosting Regressor","16.3","372.6","19.3","-0.0004","0.331","0.307","0.919"
"ridge","Ridge Regression","16.3","372.6","19.3","-0.0004","0.3311","0.3072","0.041"
"lr","Linear Regression","16.3","372.6","19.3","-0.0005","0.3311","0.3072","0.052"
"lar","Least Angle Regression","16.3","372.6","19.3","-0.0005","0.3311","0.3072","0.036"
"br","Bayesian Ridge","16.3","372.6","19.3","-0.0005","0.3311","0.3072","0.048"
"dummy","Dummy Regressor","16.3","372.6","19.3","-0.0005","0.3311","0.3072","0.032"
"ada","AdaBoost Regressor","16.3","372.7","19.3","-0.0006","0.3318","0.3086","0.363"
"xgboost","Extreme Gradient Boosting","16.32","372.9","19.31","-0.0014","0.3307","0.3063","0.131"



= = = = = Weather Dataset (Pressure) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","2.776","34.56","5.871","0.7828","0.0058","0.0028","0.047"
"omp","Orthogonal Matching Pursuit","5.496","92.56","9.61","0.417","0.0096","0.0055","0.035"
"huber","Huber Regressor","4.62","93.18","9.644","0.4139","0.0096","0.0046","0.196"
"en","Elastic Net","7.341","112.7","10.61","0.2905","0.0105","0.0073","0.036"
"lasso","Lasso Regression","8.685","150","12.24","0.0555","0.0121","0.0086","0.039"
"llar","Lasso Least Angle Regression","8.685","150","12.24","0.0555","0.0121","0.0086","0.034"
"et","Extra Trees Regressor","8.964","156.8","12.52","0.013","0.0124","0.0089","0.331"
"ridge","Ridge Regression","9.004","158.9","12.6","-0.0006","0.0125","0.0089","0.034"
"br","Bayesian Ridge","9.005","158.9","12.6","-0.0007","0.0125","0.0089","0.043"
"lightgbm","Light Gradient Boosting Machine","8.972","158.9","12.6","-0.0007","0.0125","0.0089","0.22"
"lr","Linear Regression","9.005","158.9","12.6","-0.0007","0.0125","0.0089","0.033"
"lar","Least Angle Regression","9.005","158.9","12.6","-0.0007","0.0125","0.0089","0.036"
"dummy","Dummy Regressor","9.005","158.9","12.6","-0.0007","0.0125","0.0089","0.036"
"dt","Decision Tree Regressor","8.972","158.9","12.6","-0.0008","0.0125","0.0089","0.045"
"rf","Random Forest Regressor","8.972","158.9","12.6","-0.0008","0.0125","0.0089","0.741"
"gbr","Gradient Boosting Regressor","8.972","158.9","12.6","-0.0008","0.0125","0.0089","0.655"
"xgboost","Extreme Gradient Boosting","9.153","159.6","12.63","-0.0049","0.0125","0.0091","0.111"
"ada","AdaBoost Regressor","8.89","160.1","12.65","-0.0083","0.0125","0.0088","0.199"
"par","Passive Aggressive Regressor","9.387","203","12.39","-0.2906","0.0123","0.0093","0.062"



= = = = = Weather Dataset (Temperature) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","0.987","1.855","1.361","0.9809","0.0048","0.0035","0.053"
"en","Elastic Net","1.106","2.497","1.578","0.9742","0.0055","0.0039","0.037"
"huber","Huber Regressor","1.124","2.512","1.582","0.9741","0.0055","0.004","0.215"
"lasso","Lasso Regression","1.113","2.528","1.588","0.9739","0.0056","0.0039","0.044"
"llar","Lasso Least Angle Regression","1.113","2.527","1.587","0.9739","0.0056","0.0039","0.036"
"omp","Orthogonal Matching Pursuit","1.131","2.643","1.623","0.9727","0.0057","0.004","0.039"
"par","Passive Aggressive Regressor","2.093","7.062","2.485","0.9264","0.0087","0.0074","0.062"
"et","Extra Trees Regressor","7.239","70.8","8.413","0.2704","0.0296","0.0256","1.151"
"ridge","Ridge Regression","8.224","96.66","9.831","0.004","0.0346","0.029","0.051"
"xgboost","Extreme Gradient Boosting","8.231","96.83","9.839","0.0022","0.0346","0.0291","0.25"
"gbr","Gradient Boosting Regressor","8.231","96.87","9.841","0.0018","0.0346","0.0291","1.873"
"lightgbm","Light Gradient Boosting Machine","8.237","96.95","9.845","0.001","0.0346","0.0291","0.225"
"dt","Decision Tree Regressor","8.245","97.16","9.856","-0.0012","0.0347","0.0291","0.1"
"lr","Linear Regression","8.246","97.17","9.857","-0.0013","0.0347","0.0291","0.047"
"br","Bayesian Ridge","8.246","97.17","9.857","-0.0013","0.0347","0.0291","0.042"
"rf","Random Forest Regressor","8.246","97.17","9.857","-0.0013","0.0347","0.0291","3.542"
"dummy","Dummy Regressor","8.246","97.17","9.857","-0.0013","0.0347","0.0291","0.03"
"ada","AdaBoost Regressor","8.251","99.09","9.953","-0.0211","0.0349","0.029","0.604"
"lar","Least Angle Regression","8.57","105.7","10.27","-0.0906","0.0361","0.0303","0.035"



= = = = = Weather Dataset (Direction) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","60.48","7423","86.14","0.361","1.232","1.173","0.064"
"omp","Orthogonal Matching Pursuit","62.45","7631","87.34","0.3432","1.257","1.29","0.045"
"huber","Huber Regressor","64.05","8310","91.14","0.2848","1.288","1.401","0.212"
"en","Elastic Net","91.43","1.159e+04","107.7","0.0023","1.384","1.697","0.046"
"lasso","Lasso Regression","91.56","1.162e+04","107.8","-0.0003","1.385","1.699","0.041"
"llar","Lasso Least Angle Regression","91.57","1.162e+04","107.8","-0.0003","1.385","1.699","0.04"
"ridge","Ridge Regression","91.59","1.163e+04","107.8","-0.0008","1.385","1.699","0.048"
"gbr","Gradient Boosting Regressor","91.58","1.163e+04","107.8","-0.0008","1.385","1.7","1.261"
"br","Bayesian Ridge","91.59","1.163e+04","107.8","-0.0008","1.385","1.699","0.045"
"lr","Linear Regression","91.59","1.163e+04","107.8","-0.0008","1.385","1.699","0.047"
"lar","Least Angle Regression","91.59","1.163e+04","107.8","-0.0008","1.385","1.699","0.046"
"dummy","Dummy Regressor","91.59","1.163e+04","107.8","-0.0008","1.385","1.699","0.04"
"dt","Decision Tree Regressor","91.58","1.163e+04","107.8","-0.0009","1.385","1.7","0.085"
"rf","Random Forest Regressor","91.58","1.163e+04","107.8","-0.0009","1.385","1.7","2.366"
"xgboost","Extreme Gradient Boosting","91.65","1.163e+04","107.8","-0.0009","1.385","1.697","0.284"
"lightgbm","Light Gradient Boosting Machine","91.59","1.163e+04","107.8","-0.0009","1.385","1.699","0.337"
"et","Extra Trees Regressor","91.6","1.163e+04","107.9","-0.0011","1.385","1.699","0.692"
"ada","AdaBoost Regressor","93.05","1.169e+04","108.1","-0.0064","1.373","1.639","0.131"
"par","Passive Aggressive Regressor","97.2","1.435e+04","118.5","-0.2358","1.407","1.382","0.054"



= = = = = Weather Dataset (Wind Speed) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","1.204","2.749","1.658","0.5445","0.445","0.4222","0.062"
"omp","Orthogonal Matching Pursuit","1.451","3.667","1.914","0.3933","0.5053","0.5374","0.044"
"en","Elastic Net","1.492","3.816","1.953","0.3686","0.5142","0.5587","0.043"
"lasso","Lasso Regression","1.534","4.018","2.004","0.3354","0.5252","0.5778","0.043"
"llar","Lasso Least Angle Regression","1.534","4.018","2.004","0.3354","0.5252","0.5778","0.039"
"par","Passive Aggressive Regressor","1.885","5.962","2.441","0.0136","0.608","0.7218","0.062"
"ridge","Ridge Regression","1.892","6.042","2.457","0.0005","0.61","0.7214","0.041"
"br","Bayesian Ridge","1.893","6.048","2.459","-0.0006","0.6103","0.7219","0.048"
"huber","Huber Regressor","1.893","6.048","2.459","-0.0006","0.6103","0.7218","0.278"
"lar","Least Angle Regression","1.893","6.048","2.459","-0.0006","0.6103","0.7219","0.042"
"lr","Linear Regression","1.893","6.048","2.459","-0.0006","0.6103","0.7219","0.042"
"dummy","Dummy Regressor","1.893","6.048","2.459","-0.0006","0.6103","0.7219","0.039"
"et","Extra Trees Regressor","1.905","6.082","2.466","-0.0063","0.613","0.7296","0.251"
"lightgbm","Light Gradient Boosting Machine","1.807","6.165","2.482","-0.0199","0.5934","0.6257","0.244"
"dt","Decision Tree Regressor","1.807","6.174","2.484","-0.0213","0.5935","0.6256","0.045"
"rf","Random Forest Regressor","1.807","6.174","2.484","-0.0213","0.5935","0.6256","0.377"
"ada","AdaBoost Regressor","1.807","6.174","2.484","-0.0213","0.5935","0.6256","0.367"
"gbr","Gradient Boosting Regressor","1.807","6.174","2.484","-0.0213","0.5935","0.6257","0.572"
"xgboost","Extreme Gradient Boosting","1.807","6.174","2.484","-0.0213","0.5935","0.6256","0.095"



= = = = = Anuran Calls (MFCCs) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lr","Linear Regression","0.0244","0.0012","0.0352","0.964","0.0279","0.7388","0.619"
"br","Bayesian Ridge","0.0244","0.0012","0.0352","0.964","0.0279","0.7395","0.025"
"ridge","Ridge Regression","0.025","0.0013","0.0359","0.9625","0.0286","0.783","0.03"
"lightgbm","Light Gradient Boosting Machine","0.027","0.0016","0.0395","0.9545","0.031","1.108","0.179"
"xgboost","Extreme Gradient Boosting","0.0279","0.0017","0.0411","0.9507","0.0323","0.9606","0.193"
"et","Extra Trees Regressor","0.0284","0.0018","0.042","0.9485","0.033","0.9661","0.564"
"gbr","Gradient Boosting Regressor","0.031","0.0019","0.0437","0.9446","0.0345","0.9408","0.717"
"rf","Random Forest Regressor","0.0296","0.002","0.044","0.9436","0.034","1.104","1.555"
"knn","K Neighbors Regressor","0.0324","0.0023","0.0477","0.9336","0.0364","1.023","0.025"
"huber","Huber Regressor","0.0356","0.0025","0.05","0.9271","0.0393","1.158","0.125"
"dt","Decision Tree Regressor","0.0426","0.0037","0.0606","0.8929","0.0458","1.498","0.053"
"ada","AdaBoost Regressor","0.0467","0.0039","0.0627","0.8859","0.0498","1.295","0.208"
"omp","Orthogonal Matching Pursuit","0.0457","0.004","0.0628","0.8848","0.0465","1.321","0.023"
"par","Passive Aggressive Regressor","0.0546","0.0053","0.0726","0.8458","0.0546","1.45","0.025"
"lasso","Lasso Regression","0.1567","0.0346","0.186","-0.0024","0.1106","2.74","0.025"
"en","Elastic Net","0.1567","0.0346","0.186","-0.0024","0.1106","2.74","0.026"
"llar","Lasso Least Angle Regression","0.1567","0.0346","0.186","-0.0024","0.1106","2.74","0.026"
"dummy","Dummy Regressor","0.1567","0.0346","0.186","-0.0024","0.1106","2.74","0.028"
"lar","Least Angle Regression","4324","3.68e+08","7840","-1.122e+10","5.255","1.649e+05","0.026"



= = = = = Banknote Authentication = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","0.4095","0.3402","0.5806","0.9243","0.2332","1.519","0.044"
"rf","Random Forest Regressor","0.4566","0.4033","0.6294","0.911","0.2478","1.421","0.074"
"knn","K Neighbors Regressor","0.4665","0.4074","0.6354","0.9093","0.247","1.408","0.008"
"lightgbm","Light Gradient Boosting Machine","0.5071","0.4893","0.6935","0.8911","0.2584","1.574","0.088"
"xgboost","Extreme Gradient Boosting","0.4892","0.4899","0.695","0.8901","0.2687","1.735","0.018"
"gbr","Gradient Boosting Regressor","0.593","0.5849","0.7622","0.8684","0.2994","1.605","0.031"
"dt","Decision Tree Regressor","0.5532","0.7532","0.8597","0.8325","0.3072","2.196","0.006"
"ada","AdaBoost Regressor","0.8053","0.9338","0.9643","0.7917","0.3853","1.575","0.024"
"br","Bayesian Ridge","1.273","2.413","1.55","0.4612","0.4571","4.437","0.006"
"lar","Least Angle Regression","1.274","2.418","1.552","0.46","0.4575","4.449","0.006"
"lr","Linear Regression","1.274","2.418","1.552","0.46","0.4575","4.449","0.006"
"ridge","Ridge Regression","1.274","2.418","1.552","0.46","0.4574","4.448","0.006"
"huber","Huber Regressor","1.261","2.453","1.563","0.4529","0.4485","4.085","0.006"
"en","Elastic Net","1.295","2.494","1.575","0.4463","0.4541","4.177","0.006"
"lasso","Lasso Regression","1.323","2.616","1.612","0.421","0.452","3.954","0.006"
"llar","Lasso Least Angle Regression","1.323","2.616","1.612","0.421","0.452","3.954","0.005"
"omp","Orthogonal Matching Pursuit","1.461","3.292","1.808","0.2704","0.4538","3.51","0.005"
"dummy","Dummy Regressor","1.697","4.567","2.129","-0.006","0.5522","4.862","0.006"
"par","Passive Aggressive Regressor","1.772","5.874","2.302","-0.2535","0.5869","5.166","0.006"



= = = = = Car Features and MSRP = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","3358","2.911e+08","1.322e+04","0.9301","0.1379","0.0863","0.63"
"dt","Decision Tree Regressor","3662","2.812e+08","1.377e+04","0.9295","0.1617","0.1047","0.065"
"xgboost","Extreme Gradient Boosting","3391","3.304e+08","1.427e+04","0.9293","0.1699","0.1055","0.117"
"gbr","Gradient Boosting Regressor","4655","3.207e+08","1.436e+04","0.9212","0.3892","0.2069","0.272"
"rf","Random Forest Regressor","3581","3.39e+08","1.502e+04","0.9167","0.1589","0.0957","0.739"
"knn","K Neighbors Regressor","5067","5.467e+08","2.004e+04","0.8806","0.3561","0.2679","0.071"
"lightgbm","Light Gradient Boosting Machine","4435","6.318e+08","2.143e+04","0.8741","0.2247","0.1345","0.169"
"ada","AdaBoost Regressor","1.395e+04","5.937e+08","2.275e+04","0.8305","1.022","2.08","0.214"
"llar","Lasso Least Angle Regression","1.383e+04","1.255e+09","3.29e+04","0.7052","0.9373","1.171","0.059"
"ridge","Ridge Regression","1.382e+04","1.255e+09","3.29e+04","0.7052","0.9367","1.171","0.054"
"lasso","Lasso Regression","1.383e+04","1.255e+09","3.29e+04","0.7052","0.9369","1.171","0.151"
"lr","Linear Regression","1.383e+04","1.255e+09","3.29e+04","0.7051","0.9358","1.172","0.057"
"en","Elastic Net","1.324e+04","1.282e+09","3.313e+04","0.702","0.942","1.188","0.078"
"br","Bayesian Ridge","1.36e+04","1.297e+09","3.348e+04","0.6947","0.9567","1.229","0.057"
"omp","Orthogonal Matching Pursuit","1.411e+04","1.333e+09","3.4e+04","0.6845","0.9904","1.334","0.061"
"huber","Huber Regressor","1.091e+04","1.514e+09","3.488e+04","0.6805","0.7963","1.149","0.161"
"par","Passive Aggressive Regressor","1.811e+04","1.893e+09","4.033e+04","0.5628","1.037","1.387","0.069"
"dummy","Dummy Regressor","2.579e+04","3.865e+09","6.021e+04","-0.0014","1.208","2.803","0.062"
"lar","Least Angle Regression","3.086e+17","3.967e+38","6.301e+18","-9.076e+28","8.493","1.11e+13","0.055"



= = = = = Census Income Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lightgbm","Light Gradient Boosting Machine","7.217","111.5","10.56","0.2667","0.3341","0.2934","0.298"
"gbr","Gradient Boosting Regressor","7.258","112.4","10.6","0.261","0.3366","0.2975","0.806"
"xgboost","Extreme Gradient Boosting","7.463","117.7","10.84","0.2261","0.3399","0.3003","0.302"
"br","Bayesian Ridge","7.695","122.9","11.08","0.1919","0.355","0.3242","0.239"
"lr","Linear Regression","7.703","123","11.09","0.1916","0.3549","0.3242","0.204"
"ridge","Ridge Regression","7.703","123","11.09","0.1916","0.3549","0.3242","0.156"
"rf","Random Forest Regressor","7.702","123","11.09","0.1914","0.3451","0.3067","3.192"
"ada","AdaBoost Regressor","8.261","129.9","11.39","0.1453","0.3634","0.3494","0.472"
"omp","Orthogonal Matching Pursuit","8.018","140.4","11.85","0.0772","0.3788","0.3552","0.151"
"en","Elastic Net","7.622","141.7","11.9","0.0685","0.3811","0.3489","0.158"
"lasso","Lasso Regression","7.635","144.2","12","0.0522","0.3837","0.3509","0.157"
"llar","Lasso Least Angle Regression","7.635","144.2","12","0.0522","0.3837","0.3509","0.15"
"et","Extra Trees Regressor","8.41","145.6","12.06","0.0423","0.3701","0.3266","3.122"
"huber","Huber Regressor","7.571","149","12.2","0.0209","0.3875","0.3495","0.643"
"dummy","Dummy Regressor","7.607","152.2","12.33","-0.0004","0.3908","0.3523","0.151"
"knn","K Neighbors Regressor","9.46","176.3","13.28","-0.1595","0.408","0.3987","0.213"
"dt","Decision Tree Regressor","10.24","229.7","15.15","-0.5119","0.4719","0.3777","0.199"
"par","Passive Aggressive Regressor","24.81","1087","31.52","-6.115","0.7733","0.7899","0.25"
"lar","Least Angle Regression","4.137e+06","3.655e+15","2.907e+07","-2.506e+13","5.563","1.246e+05","0.153"



= = = = = Online Retail = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ada","AdaBoost Regressor","5.277","3.134e+04","104.3","0.3534","0.6677","1.793","0.38"
"dt","Decision Tree Regressor","3.748","3.186e+04","106.3","0.2329","0.3904","0.4718","0.156"
"gbr","Gradient Boosting Regressor","4.261","3.287e+04","107.6","0.2131","0.4356","0.8484","0.832"
"huber","Huber Regressor","4.584","2.584e+04","96.93","0.1433","0.5805","1.381","0.488"
"dummy","Dummy Regressor","7.369","3.334e+04","111.8","-0.008","0.9818","3.208","0.102"
"ridge","Ridge Regression","11.96","2.77e+04","104.4","-0.1268","1.245","5.309","0.107"
"lr","Linear Regression","11.95","2.77e+04","104.4","-0.1268","1.245","5.308","0.113"
"br","Bayesian Ridge","11.97","2.77e+04","104.4","-0.127","1.246","5.318","0.131"
"lasso","Lasso Regression","12.09","2.77e+04","104.4","-0.1282","1.256","5.423","0.111"
"omp","Orthogonal Matching Pursuit","12.12","2.767e+04","104.4","-0.1289","1.257","5.429","0.103"
"llar","Lasso Least Angle Regression","12.09","2.77e+04","104.4","-0.129","1.256","5.424","0.106"
